,Asset_A,Asset_B
2016-05-05,681.6899244884571,853.3100524849693
2016-05-06,686.3075355142896,857.9256917510119
2016-05-09,688.901354714516,860.1718863748184
2016-05-10,676.8265566146449,862.0180685400184
2016-05-11,688.1215039863501,865.7530446048387
2016-05-12,684.5944569181803,879.8832799584134
2016-05-13,690.1291411266727,898.0966967416247
2016-05-16,678.930628333121,881.6683461213264
2016-05-17,672.0706265491941,885.4143130623899
2016-05-18,678.5648405237962,891.9526733015813
2016-05-19,689.152808308034,897.476214918858
2016-05-20,701.1087943731452,902.9220309231331
2016-05-23,705.567054349745,902.9078916130879
2016-05-24,710.3516462104326,897.6538207148751
2016-05-25,707.6006076496504,900.8437602004382
2016-05-26,728.2926442172334,927.3137244230252
2016-05-27,722.6268175936907,912.5573080932874
2016-05-30,708.2494494408968,899.7667767485362
2016-05-31,717.7830465756092,910.49713762602
2016-06-01,714.9600517596879,908.2461055754303
2016-06-02,715.1163904970481,902.238568958953
2016-06-03,720.1819797825696,898.2333395737757
2016-06-06,726.5436299614089,899.2302380814804
2016-06-07,732.9088496605086,915.4788691096668
2016-06-08,723.3613724677344,909.6231876830874
2016-06-09,737.6347363619847,923.6270537792473
2016-06-10,728.1781886408312,914.5153825103547
2016-06-13,707.6510337520031,894.7389912710001
2016-06-14,709.3767198702642,894.873847828913
2016-06-15,711.2239910180272,896.245463402267
2016-06-16,704.5856978798872,895.9208021823596
2016-06-17,718.4149656975134,902.3860451380693
2016-06-20,737.489708655638,927.7231802324653
2016-06-21,757.5757223890544,934.5349515575876
2016-06-22,749.1835587813813,944.0962205034799
2016-06-23,749.6182660675058,951.24755573053
2016-06-24,751.9295873339308,953.5123492178516
2016-06-27,746.4575435168657,945.5861440419815
2016-06-28,745.6861971522294,947.5182660884495
2016-06-29,752.2628640652166,962.8358594859836
2016-06-30,759.1110937700805,965.2598422981123
2016-07-01,759.2338028727099,958.9944489872373
2016-07-04,761.8505590868269,962.2671587628164
2016-07-05,752.3757992022796,955.607010660761
2016-07-06,753.0631613474326,962.9730393264177
2016-07-07,740.4540829788895,953.2283508759351
2016-07-08,746.9794713892835,951.2064379307731
2016-07-11,761.4101551173424,965.5880551648971
2016-07-12,771.0758796387578,975.4384989225796
2016-07-13,771.8120326746034,980.7644283820208
2016-07-14,773.9867172634877,987.4125060599752
2016-07-15,782.2743007733658,981.8134471030312
2016-07-18,795.5528689660742,995.8862231704641
2016-07-19,809.6102188105215,1016.717325356192
2016-07-20,792.5163845154166,1007.6913874165491
2016-07-21,793.1391246420349,1020.7422013101437
2016-07-22,795.6190354486504,1021.2930330199736
2016-07-25,806.1248617341022,1031.234133813853
2016-07-26,812.822237735673,1040.6739653744526
2016-07-27,814.1505687460374,1042.6508406029086
2016-07-28,808.7241510071146,1046.692916060973
2016-07-29,806.2728903865061,1032.1708130188315
2016-08-01,834.2234300493604,1072.1918929188546
2016-08-02,853.4892649128667,1092.6735980040146
2016-08-03,876.3091314374518,1103.2687075892156
2016-08-04,870.7281954989845,1104.0789038600346
2016-08-05,889.7235080419213,1103.1588715884884
2016-08-08,898.2244316124164,1116.4246455964417
2016-08-09,918.8698601792548,1141.3075536218503
2016-08-10,920.4488473788899,1148.7652552844545
2016-08-11,925.984982378211,1146.5620204913305
2016-08-12,915.3892227306073,1133.9712016697445
2016-08-15,922.5513890552492,1133.959089831565
2016-08-16,934.748635866066,1139.7715116562854
2016-08-17,934.1716514355144,1155.1054936890025
2016-08-18,961.0167346054172,1170.058184190701
2016-08-19,946.7462110884228,1153.2066345521962
2016-08-22,954.9298022734268,1172.1101630858766
2016-08-23,959.416788018025,1194.5625386094318
2016-08-24,956.2323590474019,1186.974990616731
2016-08-25,934.9272005713921,1158.418531480097
2016-08-26,928.1665916904755,1154.1859569296528
2016-08-29,910.1189540549702,1148.769667244079
2016-08-30,915.8722828766321,1148.8636825061856
2016-08-31,916.1613742162265,1143.550008627499
2016-09-01,894.8623521451635,1121.5982912280365
2016-09-02,901.9725027361646,1131.63114525923
2016-09-05,925.2601029437367,1149.1911132670425
2016-09-06,916.4108688176077,1134.0266746550938
2016-09-07,930.8179810057718,1155.202832373358
2016-09-08,917.146062164739,1147.0906605318964
2016-09-09,911.2019477285154,1134.188252781212
2016-09-12,926.6480670298322,1165.4349813274248
2016-09-13,935.073215436433,1173.0149298746744
2016-09-14,920.1806466471463,1161.9868624045178
2016-09-15,910.3406071124418,1171.2488676324217
2016-09-16,918.3001085655848,1189.5015794048084
2016-09-19,920.1117559657221,1194.6158781178688
2016-09-20,903.2207405606499,1180.338955330431
2016-09-21,896.4066422387725,1182.8821410762648
2016-09-22,907.1510404042762,1188.085307639743
2016-09-23,930.4534575648864,1196.9653768955618
2016-09-26,912.7209466251524,1167.002161727126
2016-09-27,919.871829772365,1173.052691034254
2016-09-28,916.6591737848041,1177.4551850595744
2016-09-29,911.7413998184354,1166.9686759601962
2016-09-30,916.2162762180596,1175.163085554496
2016-10-03,916.9475844335365,1191.490357692734
2016-10-04,911.8062065552703,1192.9484616537172
2016-10-05,903.0729065079935,1194.2933726593662
2016-10-06,908.9132133428147,1189.4404962674314
2016-10-07,909.8352828440856,1184.9194873066099
2016-10-10,917.6144199254572,1199.9473274445409
2016-10-11,905.9740426649887,1187.1263508371676
2016-10-12,899.6673278083108,1196.2254388612475
2016-10-13,891.0724637727516,1211.1543506607386
2016-10-14,893.8833118764851,1198.3189939816623
2016-10-17,887.0026957132981,1194.2129011837624
2016-10-18,872.9224738819643,1184.1325172221182
2016-10-19,882.0570948160796,1184.1547420987492
2016-10-20,890.8203289189184,1187.1173969047968
2016-10-21,899.0493274376187,1202.9215957340055
2016-10-24,881.2770538514327,1185.9713751616355
2016-10-25,897.2295128434638,1209.7528291226934
2016-10-26,888.5292775427442,1194.0904024166368
2016-10-27,893.4331807993891,1200.5873614657119
2016-10-28,903.9285404398325,1219.8299720728503
2016-10-31,907.3213632022326,1228.4674549777617
2016-11-01,923.1456342996916,1243.7045001881208
2016-11-02,919.1240671765378,1235.7830682844117
2016-11-03,903.073633911229,1213.295259600173
2016-11-04,900.4981625753654,1219.6663234820298
2016-11-07,927.4821463844306,1235.3306532403287
2016-11-08,945.3899572035759,1269.5842253313913
2016-11-09,946.438622617836,1297.2619368324274
2016-11-10,956.4853628852312,1311.9421168767576
2016-11-11,933.2700335343014,1304.6396028519505
2016-11-14,907.1783977608545,1284.9237370481478
2016-11-15,896.2198453848231,1277.6252034601928
2016-11-16,892.2740714645079,1267.6525202201647
2016-11-17,905.4609880911979,1284.7816459715496
2016-11-18,912.5652048907006,1289.6616426971486
2016-11-21,904.193504546706,1289.364897182994
2016-11-22,901.3263233579772,1301.3431580163517
2016-11-23,919.2733002417077,1322.8633189979066
2016-11-24,938.4179674227212,1328.185439075289
2016-11-25,943.4568462757959,1333.8009259029088
2016-11-28,925.8766716847093,1318.808714493021
2016-11-29,935.3154623255118,1350.8950317394754
2016-11-30,921.6380231022508,1340.0410153915993
2016-12-01,931.4073883681892,1343.0258086866934
2016-12-02,935.5790054298214,1360.5590742540521
2016-12-05,910.3709688157443,1344.7822221232875
2016-12-06,923.8144062765807,1351.0037688399877
2016-12-07,932.0030711991809,1343.3569722923264
2016-12-08,932.0595054244933,1342.4368892200846
2016-12-09,947.2953982470624,1345.4647543751587
2016-12-12,946.3819766068784,1339.2498837806836
2016-12-13,975.760039763708,1345.8701664505104
2016-12-14,973.0435834462899,1362.0009371048548
2016-12-15,957.1022124178096,1337.914933585886
2016-12-16,966.6750287940664,1355.3580792365563
2016-12-19,982.1410877113032,1378.4493332784584
2016-12-20,971.197268703909,1378.6482109808126
2016-12-21,976.9520829757504,1384.2627746164133
2016-12-22,995.3803731651723,1398.87230378129
2016-12-23,1000.7234458372741,1410.209187926475
2016-12-26,995.5089183220315,1395.4197859572457
2016-12-27,980.6827445618618,1374.5988485000166
2016-12-28,987.5586828012125,1375.6152310454343
2016-12-29,1020.2342072203935,1426.4513451923299
2016-12-30,1015.2308891471797,1417.695580510916
2017-01-02,1016.1151112737365,1425.1759033347414
2017-01-03,1043.531001476172,1453.8079735649374
2017-01-04,1041.578076317624,1437.7278470245924
2017-01-05,1046.9915294449804,1429.6086716669427
2017-01-06,1044.6048749548743,1426.9196781551975
2017-01-09,1066.449618855792,1467.4023924495862
2017-01-10,1084.4261117220037,1480.4902649254225
2017-01-11,1080.7663400889635,1490.106028401733
2017-01-12,1099.3445351961395,1514.2018928226616
2017-01-13,1094.2630333573798,1516.8883448964498
2017-01-16,1097.4077538622669,1517.009292110451
2017-01-17,1113.3754145059083,1538.284981186916
2017-01-18,1146.666249920062,1543.7721293421098
2017-01-19,1140.3076140483874,1547.8070371914168
2017-01-20,1185.8303466700684,1590.5167537040518
2017-01-23,1171.0982728899464,1599.3501898019417
2017-01-24,1178.559861069365,1599.8719011783166
2017-01-25,1179.541502705882,1619.1811593481968
2017-01-26,1197.9600223624454,1631.9943061933955
2017-01-27,1214.761091555415,1640.628244735124
2017-01-30,1209.6610626654951,1656.2738763741556
2017-01-31,1210.2315822650978,1654.377359111113
2017-02-01,1227.0175040257175,1654.9323936332928
2017-02-02,1217.6582951970345,1643.4101325190436
2017-02-03,1209.9957768347301,1676.5770596240645
2017-02-06,1213.3264006834934,1671.455515848789
2017-02-07,1219.3536299386287,1694.8048250967297
2017-02-08,1229.0252117526486,1688.2158893317496
2017-02-09,1221.8836554144139,1671.393912823715
2017-02-10,1191.2967147548168,1648.863777332085
2017-02-13,1196.9273194342913,1673.288482645532
2017-02-14,1196.3784626222598,1684.598870032574
2017-02-15,1197.1517499249871,1675.0720744466162
2017-02-16,1207.137113593628,1701.9427107221948
2017-02-17,1219.0369524788769,1712.1033292946493
2017-02-20,1237.2387103097535,1741.317958860408
2017-02-21,1213.3882111288817,1697.868463570092
2017-02-22,1210.8825527667423,1714.447014538338
2017-02-23,1214.6041498478633,1725.9949978773684
2017-02-24,1234.4763388219214,1757.7071525326894
2017-02-27,1237.4567916312967,1775.9624540766947
2017-02-28,1210.3636609251578,1778.052645410974
2017-03-01,1204.0846932624402,1775.163694811885
2017-03-02,1207.1915309759793,1775.0377249697528
2017-03-03,1207.7169292986446,1772.3466354096165
2017-03-06,1203.3593146460398,1785.8633383657561
2017-03-07,1218.7422865735123,1823.1849074610632
2017-03-08,1202.6769081163907,1800.921237554214
2017-03-09,1244.7286439445897,1848.628139138952
2017-03-10,1228.1918305069298,1827.2538826181221
2017-03-13,1251.8008673597174,1851.8113892571198
2017-03-14,1239.9212421309232,1844.9115699864358
2017-03-15,1250.3696033074632,1854.1282511264606
2017-03-16,1266.2197326561366,1862.1904598656286
2017-03-17,1245.5783421920855,1831.3372260859892
2017-03-20,1222.9253446383914,1824.240706939415
2017-03-21,1213.4182830092589,1806.2599775152546
2017-03-22,1211.6076178913281,1804.288231568587
2017-03-23,1229.3352436394227,1833.160612804533
2017-03-24,1247.6755614848266,1875.6798479229403
2017-03-27,1259.1691116175798,1894.8149046268036
2017-03-28,1260.461914245123,1893.4796865787966
2017-03-29,1257.7389818539493,1883.5878328234908
2017-03-30,1254.5500578857936,1860.3093554036338
2017-03-31,1247.68653777091,1880.5701332829876
2017-04-03,1272.5485309556364,1904.4151970392693
2017-04-04,1267.7786399664785,1901.5708585248174
2017-04-05,1264.239174407437,1904.990736355523
2017-04-06,1252.9116845689068,1907.23630736309
2017-04-07,1252.0035409388568,1903.196110942008
2017-04-10,1236.3336305349349,1911.2319318191858
2017-04-11,1247.9544293466697,1913.2411136267801
2017-04-12,1234.958834634426,1894.549319957823
2017-04-13,1271.7422864601294,1958.4219304677604
2017-04-14,1286.1315116394326,1977.5094489588337
2017-04-17,1284.3587545903715,1978.8956562681055
2017-04-18,1279.2969722896842,1966.0488366142085
2017-04-19,1276.706783528276,1959.335860926023
2017-04-20,1265.9637016182683,1954.9736877863531
2017-04-21,1281.2056015454207,1993.6815396958657
2017-04-24,1291.1658848903005,2021.115177912342
2017-04-25,1280.5003756149501,2036.4217732798068
2017-04-26,1290.9367685117218,2046.3794947014858
2017-04-27,1297.6981488788892,2051.8564605620627
2017-04-28,1297.007415963365,2025.7911975042798
2017-05-01,1325.8124309097313,2049.2444672236584
2017-05-02,1305.3595623865936,2049.451951143128
2017-05-03,1312.9904027117468,2058.218775936009
2017-05-04,1310.763987480271,2074.901672498185
2017-05-05,1330.8082940643533,2107.894110479805
2017-05-08,1316.0574430730721,2096.2853844815336
2017-05-09,1312.5652182559154,2108.8023915178956
2017-05-10,1362.131510082907,2191.9539007693083
2017-05-11,1389.1444530272174,2199.4912079712362
2017-05-12,1377.5372438417166,2207.863328742408
2017-05-15,1380.1284320307955,2229.163009848307
2017-05-16,1349.0177664220491,2208.1839947076487
2017-05-17,1321.0800993829532,2181.175310908609
2017-05-18,1333.0819365400116,2172.0986787144807
2017-05-19,1346.9509177641778,2178.5550858773086
2017-05-22,1314.4894886030154,2129.831209266914
2017-05-23,1314.4686495117842,2139.984102121669
2017-05-24,1309.9660263054836,2163.0795650749533
2017-05-25,1324.8479274098652,2189.163030707221
2017-05-26,1350.0108364400346,2203.9372878376016
2017-05-29,1366.3878694068717,2227.9516033691816
2017-05-30,1383.1544893358616,2240.901053193137
2017-05-31,1415.0552805800073,2286.1982140096748
2017-06-01,1444.8133720589635,2343.813920072029
2017-06-02,1456.9801345337812,2335.3532015942847
2017-06-05,1472.8495966154294,2344.982379983095
2017-06-06,1464.4667870254227,2358.904290077823
2017-06-07,1506.4432284027462,2422.055268856898
2017-06-08,1511.3958766069113,2443.043342153569
2017-06-09,1517.282079902545,2438.039258473901
2017-06-12,1534.2724163136716,2447.9030471694523
2017-06-13,1518.0808821335436,2426.3915045810327
2017-06-14,1486.1478922879492,2380.897945487302
2017-06-15,1514.8361337244107,2393.958463357959
2017-06-16,1567.1475481425005,2437.6382642799476
2017-06-19,1564.388634786236,2444.640726600595
2017-06-20,1598.06779198553,2510.0051056550988
2017-06-21,1613.5278106052003,2535.555848144666
2017-06-22,1579.7387490488743,2507.0719469866913
2017-06-23,1596.950257560498,2514.659604333178
2017-06-26,1654.1665902176192,2580.920085345702
2017-06-27,1671.5409415130073,2585.883957207289
2017-06-28,1680.2960202788597,2600.581153949464
2017-06-29,1696.0160391913955,2609.87994241454
2017-06-30,1695.6911828710163,2619.6499867254556
2017-07-03,1717.4613736168815,2680.2441212608733
2017-07-04,1726.0989033526653,2693.7498724072548
2017-07-05,1714.832502716561,2684.199389583632
2017-07-06,1697.7430897551599,2667.5955218756735
2017-07-07,1715.6766741209672,2701.4233435526153
2017-07-10,1747.818472887511,2749.8222151369127
2017-07-11,1756.642019498977,2758.7868000162002
2017-07-12,1779.3615856086312,2750.534098939715
2017-07-13,1798.524122253193,2780.0266296787445
2017-07-14,1808.7592967843698,2772.708774132077
2017-07-17,1791.3718179471748,2731.4927529735874
2017-07-18,1772.1634959558837,2715.7492304408543
2017-07-19,1781.8054460610938,2768.4792528305215
2017-07-20,1810.640080373684,2829.830292100095
2017-07-21,1798.1903719088275,2798.9134460707005
2017-07-24,1773.6254948959418,2760.67096843966
2017-07-25,1771.716384414785,2764.868548749875
2017-07-26,1775.961712811657,2789.6913147130895
2017-07-27,1776.0871807951157,2752.8585002560335
2017-07-28,1763.5961186457507,2701.205780287065
2017-07-31,1738.4589041860831,2691.9228390050116
2017-08-01,1773.3852770491276,2732.1853315691337
2017-08-02,1807.981743117638,2775.927699626274
2017-08-03,1816.726056531106,2806.2135514548518
2017-08-04,1782.3539253772792,2790.7222540795965
2017-08-07,1804.0012752189411,2817.3406056823205
2017-08-08,1857.665998886306,2874.5366647876767
2017-08-09,1829.3347404544509,2873.130820093126
2017-08-10,1870.976636983562,2918.705562270728
2017-08-11,1876.663084005158,2934.2917345837564
2017-08-14,1900.9991912010978,2979.2459153089285
2017-08-15,1920.365526824546,3007.1082922377573
2017-08-16,1913.6399899332876,2999.180410250312
2017-08-17,1932.892166785903,3024.622710109364
2017-08-18,1945.3061735701092,3034.2929718197342
2017-08-21,1947.1867139033623,3076.6993038922546
2017-08-22,1942.2823722150636,3063.978949892605
2017-08-23,1934.1796797215654,3045.9012167050337
2017-08-24,1908.695620523471,3020.308375351966
2017-08-25,1915.3010076532264,3041.582720823375
2017-08-28,1971.801119905255,3094.831492511814
2017-08-29,2009.8119118581224,3152.623412782404
2017-08-30,1954.3501852905913,3131.14345319516
2017-08-31,1941.3723072802857,3126.311965936641
2017-09-01,2000.1915104407638,3197.918783656161
2017-09-04,2033.838812471047,3231.163297076756
2017-09-05,2049.891889962753,3243.0885457936624
2017-09-06,2106.3481129975366,3343.3165580611203
2017-09-07,2142.6889590506717,3402.324370535467
2017-09-08,2099.8436668568343,3319.1429622594314
2017-09-11,2182.3488765099783,3428.3907288154032
2017-09-12,2142.3058933325924,3426.3849378646155
2017-09-13,2181.616689906151,3497.283734073831
2017-09-14,2204.380823221751,3528.212710591024
2017-09-15,2148.885657556488,3410.0833276621033
2017-09-18,2145.8288589706394,3419.8012811885087
2017-09-19,2122.270731428969,3390.503052729673
2017-09-20,2124.8535626082053,3385.1430125765587
2017-09-21,2128.1372909243137,3382.0666322364063
2017-09-22,2121.68133307299,3364.5742009886126
2017-09-25,2119.3075473313934,3361.882835505814
2017-09-26,2096.1434415953145,3329.304932804526
2017-09-27,2143.659948265279,3431.6157566906427
2017-09-28,2183.422624902478,3471.616419494927
2017-09-29,2197.269990968686,3530.6685904889
2017-10-02,2241.4298034242447,3685.1135352682854
2017-10-03,2216.612056150622,3656.842437746149
2017-10-04,2224.1443252715994,3677.6941097198396
2017-10-05,2211.5627452098247,3679.4306619048903
2017-10-06,2202.8275532062853,3670.67148587782
2017-10-09,2218.290510689057,3690.70256058977
2017-10-10,2222.5881851755753,3731.8091255427603
2017-10-11,2239.0772033588837,3671.901688953598
2017-10-12,2226.345354768646,3660.522392325828
2017-10-13,2238.732147871603,3668.9086977335237
2017-10-16,2205.683300167766,3649.4680127578895
2017-10-17,2233.343989462035,3703.4954565765725
2017-10-18,2283.2392033400624,3737.607525676756
2017-10-19,2303.2777868848157,3794.0072943218274
2017-10-20,2278.3095952777057,3774.2952463890306
2017-10-23,2260.4272760428216,3764.8560307961147
2017-10-24,2284.5573878606815,3815.0891393172733
2017-10-25,2262.2492581148113,3806.158189076912
2017-10-26,2229.018945244134,3779.109725105458
2017-10-27,2217.725464994733,3795.574368905389
2017-10-30,2234.604735008492,3796.358415122053
2017-10-31,2254.495327716449,3805.563539602106
2017-11-01,2284.7296574267,3848.086575842075
2017-11-02,2320.464565649333,3893.6676165103195
2017-11-03,2386.644369923137,4000.5085439112195
2017-11-06,2403.3137753729757,4001.1677951500174
2017-11-07,2382.6076993177767,4001.688423877595
2017-11-08,2450.597064268236,4080.0490886449984
2017-11-09,2494.315041906473,4115.766273376256
2017-11-10,2478.1793455189186,4087.609133307102
2017-11-13,2515.973766298578,4079.7332230016145
2017-11-14,2516.4263325841735,4042.447755014945
2017-11-15,2521.206293801511,4059.8456464984765
2017-11-16,2498.1422402490007,3987.2316703235597
2017-11-17,2608.4400511960853,4150.904922501879
2017-11-20,2544.0242434008296,4101.341652357652
2017-11-21,2551.4523065358594,4097.810079934472
2017-11-22,2543.447047184999,4056.8863263092494
2017-11-23,2531.948688534877,4058.446987631333
2017-11-24,2479.0543484845944,4072.3785911643267
2017-11-27,2480.4270859407775,4059.79453084282
2017-11-28,2507.9640009165514,4044.743485489326
2017-11-29,2544.892311672413,4086.1120700915735
2017-11-30,2570.8581071277754,4129.807415262152
2017-12-01,2597.5479138657456,4206.611583340137
2017-12-04,2607.4719901970566,4222.357795678172
2017-12-05,2627.1853546351786,4257.692555813027
2017-12-06,2617.226847598585,4216.2545775620465
2017-12-07,2653.376191062682,4259.518750499311
2017-12-08,2720.215191412296,4328.456371802608
2017-12-11,2738.4752829831023,4386.206003830383
2017-12-12,2737.192679328973,4392.938345591539
2017-12-13,2718.110972306195,4362.8671820633845
2017-12-14,2715.3730572885165,4357.269351070079
2017-12-15,2722.255631017251,4348.909428401072
2017-12-18,2824.1007792217433,4490.205425325437
2017-12-19,2771.6162884711034,4450.279426526538
2017-12-20,2733.381170775435,4440.642782070584
2017-12-21,2738.3851316576056,4456.670035295011
2017-12-22,2774.8488105718966,4500.006479711222
2017-12-25,2749.6659691430477,4508.189524007896
2017-12-26,2770.0745392732897,4523.732083194488
2017-12-27,2774.0125774328903,4552.880305878598
2017-12-28,2864.098386159558,4601.871468527265
2017-12-29,2909.9277545148743,4624.468444196054
2018-01-01,2942.4477156909,4666.864587265172
2018-01-02,2954.605564156683,4739.906175620874
2018-01-03,2949.4691898395145,4745.821276587802
2018-01-04,2949.358952141821,4705.263414683345
2018-01-05,2920.7745236057876,4663.950660461298
2018-01-08,2918.026803116566,4622.822713880374
2018-01-09,2980.66047601014,4743.277556665721
2018-01-10,2987.5364288850337,4721.328377475497
2018-01-11,3020.3965633640537,4811.909132434177
2018-01-12,3060.427883536802,4934.004516199432
2018-01-15,3101.2669467559645,5019.718266045786
2018-01-16,3119.2719380308563,5071.771646913398
2018-01-17,3155.8256696453823,5120.103513570567
2018-01-18,3178.490736137685,5114.374086714986
2018-01-19,3165.6061963074676,5077.551398783375
2018-01-22,3199.688584239013,5088.205352993095
2018-01-23,3325.5891562885517,5259.8700792856125
2018-01-24,3222.8986040522086,5149.3335465394375
2018-01-25,3239.261325986896,5164.022348918131
2018-01-26,3243.606656284366,5194.7123486659375
2018-01-29,3293.0201813603803,5313.594346131849
2018-01-30,3265.0141622892393,5305.634099440136
2018-01-31,3258.0779611884873,5298.692232748902
2018-02-01,3233.7941157145196,5290.463263805164
2018-02-02,3268.681655108642,5319.272467193641
2018-02-05,3256.8231643204654,5369.527893791952
2018-02-06,3342.593601544209,5434.013260569868
2018-02-07,3347.243236322192,5445.214582134159
2018-02-08,3348.986531341466,5460.530104579419
2018-02-09,3352.0643029085363,5531.866681350591
2018-02-12,3448.2998750186434,5638.113703186824
2018-02-13,3488.466045762054,5625.48370227084
2018-02-14,3487.1328458160137,5700.100133662534
2018-02-15,3496.2091798029883,5726.093211641128
2018-02-16,3577.3567585116984,5818.082779896994
2018-02-19,3613.348986928549,5857.827616247226
2018-02-20,3557.981493501902,5805.9819054500795
2018-02-21,3621.127997298735,5911.344056734667
2018-02-22,3594.7732743858724,5928.650435710572
2018-02-23,3547.4121201164644,5815.041383404216
2018-02-26,3617.1926455875073,5860.625814814736
2018-02-27,3635.565653536785,5911.226065709293
2018-02-28,3602.8125746868304,5862.901890933334
2018-03-01,3629.711441019636,5911.3146096944365
2018-03-02,3654.142767124598,6047.911504488588
2018-03-05,3744.5161167363644,6192.147812722886
2018-03-06,3658.822846616426,6069.0794560642735
2018-03-07,3687.1214836236936,6096.132027207711
2018-03-08,3690.0989377162837,6169.470254254484
2018-03-09,3791.7997297965185,6399.73522642142
2018-03-12,3882.950078146602,6525.177913647404
2018-03-13,3910.945553013721,6600.251841505849
2018-03-14,4002.8151667558773,6765.1659806336465
2018-03-15,3932.1924173616376,6590.745089942261
2018-03-16,3947.349680095465,6581.678526774757
2018-03-19,3939.630452154658,6574.030223463584
2018-03-20,3980.81495010599,6663.388210831981
2018-03-21,3904.0876548605233,6542.175280864747
2018-03-22,3901.2381976706038,6474.394049729841
2018-03-23,3958.8017946688524,6586.388997060446
2018-03-26,3890.736314420512,6506.716168139046
2018-03-27,3921.7695473585686,6555.513521353716
2018-03-28,3993.156098860172,6695.98834967854
2018-03-29,3968.544991206525,6638.472059416493
2018-03-30,4004.377996271228,6708.537890926426
2018-04-02,4043.994101971706,6766.769959146487
2018-04-03,3951.372346504113,6618.917748713764
2018-04-04,3995.385282573903,6653.130634210966
2018-04-05,3973.8466416519423,6614.636520576535
2018-04-06,4002.737655731605,6729.841608681416
2018-04-09,3952.0459528720444,6625.526058212317
2018-04-10,4050.690240594592,6829.012069467101
2018-04-11,4090.536391671602,6934.6070516985965
2018-04-12,4200.302108555277,7152.704972941536
2018-04-13,4272.417654531377,7306.6579252103165
2018-04-16,4303.814320268022,7302.329904387943
2018-04-17,4331.907310453983,7387.5913257251195
2018-04-18,4332.277581761625,7425.402028072746
2018-04-19,4261.90251669155,7231.636789400773
2018-04-20,4185.33231288638,7125.051133360575
2018-04-23,4273.868985195275,7186.057348512868
2018-04-24,4285.37430253515,7258.81006775095
2018-04-25,4283.504505223026,7346.031100916462
2018-04-26,4383.694650825066,7500.838536482896
2018-04-27,4467.815636333179,7653.62125090339
2018-04-30,4439.4660577623645,7588.518898007689
2018-05-01,4609.680902631312,7861.916312267837
2018-05-02,4593.076955497014,7865.112049677731
2018-05-03,4554.383165845553,7743.940602837102
2018-05-04,4509.385926722866,7751.735085361189
2018-05-07,4628.980027849641,7957.362979867706
2018-05-08,4679.251787591984,8032.28391563546
2018-05-09,4684.230186542924,8012.460287251368
2018-05-10,4743.765388033706,8108.4230931960765
2018-05-11,4851.625212674721,8204.895400779076
2018-05-14,4847.9469642772465,8128.932460730213
2018-05-15,4814.665483657381,8112.314639469661
2018-05-16,4958.194418479972,8285.829927305771
2018-05-17,4917.419870936764,8165.424270869486
2018-05-18,4957.6421932971025,8258.193480797412
2018-05-21,4929.702955820116,8204.072473281669
2018-05-22,4960.159112586499,8345.568330009808
2018-05-23,4846.560420115512,8242.46563783449
2018-05-24,4874.788099061312,8235.963858469626
2018-05-25,4937.469485381549,8367.827971261879
2018-05-28,4901.722764096766,8409.920391577536
2018-05-29,4906.686379449877,8321.901691201976
2018-05-30,4875.863995493294,8214.132568200599
2018-05-31,4914.564141060923,8291.827339172618
2018-06-01,4745.9127901145375,8241.641028884636
2018-06-04,4728.99967089864,8207.19056139033
2018-06-05,4696.955010186834,8218.544544685257
2018-06-06,4701.747602917066,8346.718971452949
2018-06-07,4695.9849310155305,8373.95275731144
2018-06-08,4664.518955082025,8355.362440726221
2018-06-11,4641.443247762861,8281.806484976018
2018-06-12,4713.97551913997,8327.6591312759
2018-06-13,4689.944544410445,8344.5373440184
2018-06-14,4648.587692346503,8392.702563489374
2018-06-15,4654.345462781808,8449.905035183956
2018-06-18,4747.4591237634495,8577.259031693051
2018-06-19,4705.9147806170595,8571.359092957413
2018-06-20,4743.561577511891,8630.99796646927
2018-06-21,4865.380184500075,8806.4285998824
2018-06-22,4815.483839783829,8769.564467255826
2018-06-25,4800.715968208421,8752.827171474755
2018-06-26,4830.906196892485,8759.713646403052
2018-06-27,4796.448957773679,8736.849520027215
2018-06-28,4793.07411313646,8698.963931336719
2018-06-29,4929.749897469341,9000.087741202826
2018-07-02,4996.858256877654,9050.895798471327
2018-07-03,4977.3756227710355,8995.556752412816
2018-07-04,4914.434464520346,8941.638849673964
2018-07-05,4914.608157642193,8849.9431353821
2018-07-06,4849.408565629371,8767.373858613106
2018-07-09,4888.9864202430435,8844.602743829204
2018-07-10,5016.743957827602,9082.530172787718
2018-07-11,5132.219086535185,9173.522839728528
2018-07-12,5234.15104718945,9421.29659015432
2018-07-13,5266.4170911883075,9592.08430965993
2018-07-16,5359.833054962514,9616.863495340252
2018-07-17,5434.253069513838,9834.749637715959
2018-07-18,5477.886621361202,9866.306714316994
2018-07-19,5476.184100895168,9906.862764670997
2018-07-20,5385.259856662731,9876.930025079382
2018-07-23,5459.821122784037,9898.510479570064
2018-07-24,5505.0974233733305,9996.060286134583
2018-07-25,5618.202919055808,10105.987953120184
2018-07-26,5614.829061676853,10101.012105355292
2018-07-27,5650.3759535549625,10101.51821838318
2018-07-30,5709.780836338985,10126.057107524366
2018-07-31,5641.077031812801,10104.153958973015
2018-08-01,5824.28478627562,10323.479106421717
2018-08-02,5979.011682011883,10517.069519839795
2018-08-03,6042.485548787156,10500.007443783034
2018-08-06,6164.326492844843,10608.040380823231
